date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:12	11350/11350	---MCZ	200	added ('OK')	text/css	etag:W/%2250a7d3e745d130d49bc264b202ef8d29%22	https://bnbrewardplanet.com/css/style-desktop.css	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/style-desktop.css	(from https://bnbrewardplanet.com/)
18:24:12	8602/8602	---MCZ	200	added ('OK')	text/css	etag:W/%22d16cf4f4c8c06ed863c1f9d63d5d9d2e%22	https://bnbrewardplanet.com/css/style-mobile.css	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/style-mobile.css	(from https://bnbrewardplanet.com/)
18:24:12	24905/24905	---MCZ	200	added ('OK')	text/css	etag:W/%22e2c638f3c255ad1eb52a08806e3626c4%22	https://bnbrewardplanet.com/css/dash.css	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/dash.css	(from https://bnbrewardplanet.com/)
18:24:13	11889/11889	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2028%20Jan%202024%2017:24:13%20GMT	https://kit.fontawesome.com/13f7723f0d.js	C:/My%20Web%20Sites/bank%20bnb/kit.fontawesome.com/13f7723f0d.js	(from https://bnbrewardplanet.com/)
18:24:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:13%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-2.html	(from https://bnbrewardplanet.com/)
18:24:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:13%20GMT	https://bnbrewardplanet.com/whitepaper.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/whitepaper.html	(from https://bnbrewardplanet.com/)
18:24:14	11037/11037	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2017:24:14%20GMT	https://bnbrewardplanet.com/whitepaper	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/whitepaper.html	(from https://bnbrewardplanet.com/)
18:24:14	126248/126248	---M--	200	added ('OK')	image/png	etag:%225d199351a8e09db76544cfbfff2cc62c%22	https://bnbrewardplanet.com/images/bnbcoin.png	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/images/bnbcoin.png	(from https://bnbrewardplanet.com/)
18:24:14	56880/56880	---M--	200	added ('OK')	image/png	etag:%22bbf8826bfe5afb5a6b816caa08361330%22	https://bnbrewardplanet.com/images/Night-Stars.png	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/images/Night-Stars.png	(from https://bnbrewardplanet.com/)
18:24:14	733070/733070	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250ed955cf32ac8e4e1daa0fac8fcde98%22	https://cdn.ethers.io/lib/ethers-5.2.umd.min.js	C:/My%20Web%20Sites/bank%20bnb/cdn.ethers.io/lib/ethers-5.2.umd.min.js	(from https://bnbrewardplanet.com/)
18:24:15	39537/39537	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2017:24:15%20GMT	https://bnbrewardplanet.com/web3.min.js	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/web3.min.html	(from https://bnbrewardplanet.com/)
18:24:15	39537/39537	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2017:24:15%20GMT	https://bnbrewardplanet.com/index.js	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-2.html	(from https://bnbrewardplanet.com/)
18:24:15	39537/39537	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2017:24:15%20GMT	https://bnbrewardplanet.com/index.min.js	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index.min.html	(from https://bnbrewardplanet.com/)
18:24:15	39537/39537	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2017:24:15%20GMT	https://bnbrewardplanet.com/web3-provider.min.js	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/web3-provider.min.html	(from https://bnbrewardplanet.com/)
18:24:16	39888/39888	---M-Z	200	added ('OK')	application/javascript	etag:W/%229bd0-1IOBFagrck2BSPr9nuMVrfs9dso%22	https://cdn.jsdelivr.net/npm/viem@1.2.9/dist/cjs/index.min.js	C:/My%20Web%20Sites/bank%20bnb/cdn.jsdelivr.net/npm/viem@1.2.9/dist/cjs/index.min.js	(from https://bnbrewardplanet.com/)
18:24:16	25395/25395	---M--	200	added ('OK')	text/html	etag:%22b0cfaed8b0e69e336066859d9a83a34f%22	https://bnbrewardplanet.com/css/fonts/fontawesome-webfont.eot?v=3.0.1	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-webfont3294.html	(from https://bnbrewardplanet.com/css/style.css)
18:24:16	25395/25395	---M--	200	added ('OK')	text/html	etag:%22b0cfaed8b0e69e336066859d9a83a34f%22	https://bnbrewardplanet.com/css/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-webfontd41d.html	(from https://bnbrewardplanet.com/css/style.css)
18:24:16	29380/29380	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222a46a6535a97877c3b296885c4c0c382%22	https://bnbrewardplanet.com/css/fonts/fontawesome-webfont.woff?v=3.0.1	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-webfont3294.woff	(from https://bnbrewardplanet.com/css/style.css)
18:24:17	55096/55096	---MCZ	200	added ('OK')	font/ttf	etag:W/%223ba4f54776714123ed15331f8759ecca%22	https://bnbrewardplanet.com/css/fonts/fontawesome-webfont.ttf?v=3.0.1	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-webfont3294.ttf	(from https://bnbrewardplanet.com/css/style.css)
18:24:17	138488/138488	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2216826a9a3c848d96807206bebce664bb%22	https://bnbrewardplanet.com/css/fonts/fontawesome-webfont.svg	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-webfont.svg	(from https://bnbrewardplanet.com/css/style.css)
18:24:17	12022/12022	---M--	200	added ('OK')	text/html	etag:%22e8fdd35a821fe2dbd42dc5d0435c50c5%22	https://bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.eot	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.html	(from https://bnbrewardplanet.com/css/style.css)
18:24:17	12022/12022	---M--	200	added ('OK')	text/html	etag:%22e8fdd35a821fe2dbd42dc5d0435c50c5%22	https://bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.eot?	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-social-webfontd41d.html	(from https://bnbrewardplanet.com/css/style.css)
18:24:18	20372/20372	---MCZ	200	added ('OK')	application/font-woff	etag:W/%229e5992da9269bcced017362fa2630164%22	https://bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.woff	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.woff	(from https://bnbrewardplanet.com/css/style.css)
18:24:18	11808/11808	---MCZ	200	added ('OK')	font/ttf	etag:W/%2233769e044ef8b5dae916189eee459a13%22	https://bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.ttf	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.ttf	(from https://bnbrewardplanet.com/css/style.css)
18:24:18	57806/57806	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222aad531d58e28cd04122834b7bb69c75%22	https://bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.svg	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/fonts/fontawesome-social-webfont.svg	(from https://bnbrewardplanet.com/css/style.css)
18:24:18	70524/70524	---M--	200	added ('OK')	image/png	etag:%22eab4ee0e9e4d4ce4031061267ab06a28%22	https://bnbrewardplanet.com/css/images/overlay.png	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/images/overlay.png	(from https://bnbrewardplanet.com/css/style.css)
18:24:18	490/490	---M--	200	added ('OK')	image/png	etag:%22d44dc28b42bf9f2ae22d7c313e2853fc%22	https://bnbrewardplanet.com/css/images/shadow.png	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/images/shadow.png	(from https://bnbrewardplanet.com/css/style.css)
18:24:20	7258581/7258581	---M--	200	added ('OK')	image/jpeg	etag:%228b82561c8af54f0374b58f5b19699574%22	https://bnbrewardplanet.com/images/moon-surface-big-planet-background.jpg	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/images/moon-surface-big-planet-background.jpg	(from https://bnbrewardplanet.com/css/style.css)
18:24:20	352/352	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2297e7669ca16aeff10d70f7577d51cc44%22	https://bnbrewardplanet.com/css/images/mobileUI-site-nav-opener-bg.svg	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/css/images/mobileUI-site-nav-opener-bg.svg	(from https://bnbrewardplanet.com/css/style-mobile.css)
18:24:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:20%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-3.html	(from https://bnbrewardplanet.com/whitepaper)
18:24:21	4992892/4992892	---M--	200	added ('OK')	image/jpeg	etag:%22ff55cc4ac1c68386704ac27b712ceabf%22	https://bnbrewardplanet.com/images/planet-doodle.jpg	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/images/planet-doodle.jpg	(from https://bnbrewardplanet.com/css/style.css)
18:24:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:21%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-3.html	(from https://bnbrewardplanet.com/web3.min.js)
18:24:21	3116733/3116733	---M--	200	added ('OK')	image/png	etag:%223e3bd08f17b2ab5dd0a1ff38557d07db%22	https://bnbrewardplanet.com/images/project-roadmap.png	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/images/project-roadmap.png	(from https://bnbrewardplanet.com/whitepaper)
18:24:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:21%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-3.html	(from https://bnbrewardplanet.com/index.js)
18:24:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:22%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-3.html	(from https://bnbrewardplanet.com/index.min.js)
18:24:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2028%20Jan%202024%2017:24:22%20GMT	https://bnbrewardplanet.com/index.html	C:/My%20Web%20Sites/bank%20bnb/bnbrewardplanet.com/index-3.html	(from https://bnbrewardplanet.com/web3-provider.min.js)
